Empregados - admissões - INATIVA
Sigla;Código;Brasil;2011.01;2011.02;2011.03;2011.04;2011.05;2011.06;2011.07;2011.08;2011.09;2011.10;2011.11;2011.12;
BR;0;Brasil;1650372;1797217;1765922;1774378;1912665;1781817;1696863;1830321;1763026;1664566;1620422;1305051;
