Empregados - admissões - INATIVA
Sigla;Código;Brasil;2006.01;2006.02;2006.03;2006.04;2006.05;2006.06;2006.07;2006.08;2006.09;2006.10;2006.11;2006.12;
BR;0;Brasil;1049445;1062980;1129637;1076102;1165777;1080412;1079746;1146722;1092661;1080392;1047987;819288;
