Empregados - admissões - INATIVA
Sigla;Código;Brasil;2009.01;2009.02;2009.03;2009.04;2009.05;2009.06;2009.07;2009.08;2009.09;2009.10;2009.11;2009.12;
BR;0;Brasil;1216550;1233554;1419511;1350446;1348575;1356349;1398181;1457455;1491580;1433915;1413043;1068481;
