Empregados - admissões - INATIVA
Sigla;Código;Brasil;2007.01;2007.02;2007.03;2007.04;2007.05;2007.06;2007.07;2007.08;2007.09;2007.10;2007.11;2007.12;
BR;0;Brasil;1144043;1137737;1255630;1272951;1293497;1197609;1190535;1253523;1224287;1280701;1182648;908128;
