Empregados - admissões - INATIVA
Sigla;Código;Brasil;2001.01;2001.02;2001.03;2001.04;2001.05;2001.06;2001.07;2001.08;2001.09;2001.10;2001.11;2001.12;
BR;0;Brasil;909984;851610;923525;880234;1003027;889730;884230;890652;861183;852227;811245;593996;
