Empregados - admissões - INATIVA
Sigla;Código;Brasil;2000.01;2000.02;2000.03;2000.04;2000.05;2000.06;2000.07;2000.08;2000.09;2000.10;2000.11;2000.12;
BR;0;Brasil;757207;804926;799441;784055;923681;861260;839196;866852;815219;824921;760345;631029;
