Empregados - admissões - INATIVA
Sigla;Código;Brasil;2002.01;2002.02;2002.03;2002.04;2002.05;2002.06;2002.07;2002.08;2002.09;2002.10;2002.11;2002.12;
BR;0;Brasil;776512;746433;873579;945874;926931;775351;831579;862934;874062;853080;775085;570959;
