Empregados - admissões - INATIVA
Sigla;Código;Brasil;2013.01;2013.02;2013.03;2013.04;2013.05;2013.06;2013.07;2013.08;2013.09;2013.10;2013.11;2013.12;
BR;0;Brasil;1794272;1774411;1849148;1938169;1827122;1772194;1781308;1845915;1805458;1841106;1618426;1094522;
