Empregados - admissões - INATIVA
Sigla;Código;Brasil;2005.01;2005.02;2005.03;2005.04;2005.05;2005.06;2005.07;2005.08;2005.09;2005.10;2005.11;2005.12;
BR;0;Brasil;980620;971302;1082470;1110030;1101252;1089948;1004702;1071798;1058963;971726;967765;768425;
