Empregados - admissões - INATIVA
Sigla;Código;Brasil;2010.01;2010.02;2010.03;2010.04;2010.05;2010.06;2010.07;2010.08;2010.09;2010.10;2010.11;2010.12;
BR;0;Brasil;1410462;1526321;1820045;1660075;1693332;1623079;1614319;1740659;1688585;1620535;1576872;1230563;
